Product Category,Product Name,Product Price,Sold Units,Order Date,Region,City,State,Country,Discount,Customer Rating,Ship Date,Revenue,Sales,Profit
Electronics,Smartwatch,287.85,14,12/12/2024,Europe,West Tiffany,Alabama,Brazil,34,3,15/12/2024,4029.9,2659.73,241.79
Apparel,Jacket,489.74,12,24/02/2024,Australia,Brownmouth,Kentucky,Belgium,48.94,5,25/02/2024,5876.88,3000.73,-525.39
Apparel,Sweater,344.58,12,11/03/2023,Australia,Port Jonview,Missouri,Sudan,13.43,4,17/03/2023,4134.96,3579.63,1098.66
Electronics,Smartphone,408.02,18,19/11/2023,Europe,Barnettfort,Idaho,Monaco,29.42,5,20/11/2023,7344.36,5183.65,777.03
Home & Kitchen,Cookware Set,361.8,14,20/12/2023,Europe,Jenniferfort,Montana,Oman,1.98,5,22/12/2023,5065.2,4964.91,1925.79
Electronics,Laptop,403.02,17,26/02/2023,South America,Johnstontown,Georgia,Gabon,44.98,5,04/03/2023,6851.34,3769.61,-341.2
Beauty,Face Cream,279.89,11,18/12/2023,Asia,New Kimberly,Minnesota,Qatar,10.44,3,20/12/2023,3078.79,2757.36,910.09
Beauty,Perfume,428.87,4,21/03/2023,Australia,South Marieton,New Mexico,Saint Lucia,21.89,5,21/03/2023,1715.48,1339.96,310.67
Apparel,Jacket,102.05,6,18/09/2024,Europe,Danielbury,Oklahoma,Germany,21.17,3,20/09/2024,612.3,482.68,115.3
Beauty,Face Cream,401.02,15,01/06/2023,Asia,East Jorge,Virginia,Jamaica,11.04,5,03/06/2023,6015.3,5351.21,1742.03
Apparel,Shoes,370.58,14,23/02/2023,Europe,North Monica,Missouri,Korea,21.05,1,24/02/2023,5188.12,4096.02,983.15
Electronics,Smartphone,239.13,12,24/12/2023,Australia,New Scott,Idaho,South Africa,17.9,4,24/12/2023,2869.56,2355.91,634.17
Electronics,Tablet,9.82,6,08/06/2023,Australia,South Bradleystad,Iowa,Falkland Islands (Malvinas),37.02,1,09/06/2023,58.92,37.11,1.76
Electronics,Tablet,213.65,18,06/01/2023,Australia,Anitamouth,Massachusetts,Madagascar,4.69,2,09/01/2023,3845.7,3665.34,1357.92
Apparel,Jacket,71.56,20,01/09/2024,Asia,New Brandonport,California,Iran,43.21,4,04/09/2024,1431.2,812.78,-45.94
Electronics,Smartphone,447.17,6,17/02/2024,Europe,Lake Gregoryburgh,Alaska,Guinea,30.71,1,17/02/2024,2683.02,1859.06,249.25
Electronics,Headphones,317.17,18,31/10/2023,Europe,Carlosfurt,Georgia,Micronesia,16.37,1,01/11/2023,5709.06,4774.49,1349.05
Home & Kitchen,Vacuum Cleaner,269.32,14,28/07/2024,Asia,North Tonya,Pennsylvania,Pakistan,31.78,1,29/07/2024,3770.48,2572.22,309.93
Electronics,Headphones,161.28,13,28/07/2024,South America,Tonyastad,California,New Caledonia,13.8,4,28/07/2024,2096.64,1807.3,549.32
Beauty,Face Cream,245.88,10,14/10/2024,Europe,Johnstonview,Oregon,Kyrgyz Republic,20.18,4,16/10/2024,2458.8,1962.61,487.33
Apparel,Jeans,129.23,14,02/02/2023,North America,Leeview,Arkansas,Norway,13.72,1,04/02/2023,1809.22,1561,475.46
Home & Kitchen,Microwave,429.96,10,25/05/2024,Australia,Jacksonhaven,Kansas,Russian Federation,1.35,1,31/05/2024,4299.6,4241.56,1661.8
Books,Biography,28.62,20,22/03/2024,North America,Levibury,Pennsylvania,Georgia,8.21,4,24/03/2024,572.4,525.41,181.97
Apparel,Shoes,53.99,4,04/06/2024,Australia,Lake Shawn,Florida,Svalbard & Jan Mayen Islands,12.27,4,04/06/2024,215.96,189.46,59.89
Beauty,Shampoo,85.85,3,21/06/2024,Asia,Parkermouth,Rhode Island,Malawi,42.92,2,23/06/2024,257.55,147.01,-7.52
Apparel,T-Shirt,111.66,4,01/09/2023,South America,Parkermouth,Delaware,Argentina,3.13,4,01/09/2023,446.64,432.66,164.68
Beauty,Nail Polish,130.87,3,01/03/2024,North America,Staceyfort,Tennessee,Zambia,15.2,3,01/03/2024,392.61,332.93,97.37
Beauty,Face Cream,420.29,1,15/04/2024,Europe,Murrayfurt,Louisiana,Netherlands,19.77,5,16/04/2024,420.29,337.2,85.02
Books,Biography,52.67,20,15/05/2024,South America,Lake Dylan,California,Thailand,18.02,3,15/05/2024,1053.4,863.58,231.54
Apparel,Jeans,373.57,14,17/04/2023,Europe,West Amandamouth,Kansas,Brazil,44.08,5,17/04/2023,5229.98,2924.6,-213.38
Books,Self-Help Guide,133.59,4,03/10/2024,North America,West Sheri,Florida,Bahamas,7.01,2,03/10/2024,534.36,496.9,176.29
Books,Self-Help Guide,183.35,16,21/09/2023,Asia,West David,Nevada,Papua New Guinea,40.45,2,21/09/2023,2933.6,1746.96,-13.2
Apparel,Shoes,280.96,20,24/10/2024,South America,Jasonport,Rhode Island,United Kingdom,40.68,1,24/10/2024,5619.2,3333.31,-38.21
Electronics,Tablet,405.96,18,25/05/2024,Europe,East Haley,Nebraska,Vanuatu,5.5,4,31/05/2024,7307.28,6905.38,2521.01
Electronics,Smartwatch,175.35,4,05/09/2024,Europe,Smithstad,Alaska,Niue,19.19,5,06/09/2024,701.4,566.8,145.96
Books,Cookbook,208.82,15,05/11/2023,South America,West Meganborough,Colorado,Greece,24.48,1,06/11/2023,3132.3,2365.51,486.13
Home & Kitchen,Vacuum Cleaner,178.79,17,04/05/2024,Asia,Anthonyburgh,Louisiana,Armenia,6.41,1,06/05/2024,3039.43,2844.6,1020.94
Books,Self-Help Guide,341.39,19,23/05/2024,North America,Dianefurt,New Hampshire,Bermuda,10.91,1,26/05/2024,6486.41,5778.74,1886.9
Books,Self-Help Guide,304.76,2,22/03/2024,North America,Michaelmouth,Nebraska,Palau,28.38,4,24/03/2024,609.52,436.54,70.83
Books,Cookbook,290.54,10,02/09/2023,Asia,Wintersmouth,Montana,Falkland Islands (Malvinas),39.11,1,04/09/2023,2905.4,1769.1,25.86
Electronics,Tablet,326.68,14,09/05/2024,Australia,North Juanshire,South Dakota,Poland,17.84,5,09/05/2024,4573.52,3757.6,1013.49
Electronics,Smartphone,271.53,7,24/07/2024,Europe,Lauraport,Virginia,Malawi,45.23,4,25/07/2024,1900.71,1041.02,-99.41
Electronics,Headphones,489.79,8,04/05/2024,North America,Walkerton,Mississippi,Hong Kong,19.07,1,08/05/2024,3918.32,3171.1,820.1
Books,Self-Help Guide,145.88,15,17/07/2023,Europe,Benjaminton,Delaware,Hong Kong,30.62,1,18/07/2023,2188.2,1518.17,205.25
Home & Kitchen,Microwave,165.92,18,05/02/2024,South America,Kylieborough,New York,Trinidad and Tobago,16.74,3,06/02/2024,2986.56,2486.61,694.67
Electronics,Laptop,257.67,13,11/07/2023,Asia,Robbinsstad,Ohio,United Kingdom,29.13,5,12/07/2023,3349.71,2373.94,364.11
Apparel,Shoes,388.5,4,12/10/2024,Asia,West Williamstad,Maryland,Cambodia,7.9,1,13/10/2024,1554,1431.23,498.83
Apparel,T-Shirt,226.23,7,03/07/2023,South America,Jenniferland,New York,Estonia,9.14,2,03/07/2023,1583.61,1438.87,488.7
Apparel,T-Shirt,43.81,16,03/06/2024,Australia,Whiteview,Vermont,Kiribati,34.27,1,03/06/2024,700.96,460.74,40.17
Beauty,Lipstick,308.76,4,25/11/2024,Europe,Rodriguezside,Rhode Island,Malaysia,18.78,3,26/11/2024,1235.04,1003.1,262.08
Books,Fiction Novel,234.56,12,22/06/2023,Australia,Fullerstad,New Hampshire,Netherlands Antilles,44.04,3,24/06/2023,2814.72,1575.12,-113.71
Apparel,Shoes,478.51,15,07/07/2023,Europe,Johnborough,Kansas,El Salvador,40.59,3,12/07/2023,7177.65,4264.24,-42.35
Books,Children's Book,434.79,14,01/12/2023,Australia,New Seantown,Nevada,Romania,14.93,1,04/12/2023,6087.06,5178.26,1526.03
Apparel,T-Shirt,322.09,13,19/06/2023,Europe,West Christinestad,Wisconsin,Libyan Arab Jamahiriya,2.25,3,21/06/2023,4187.17,4092.96,1580.66
Home & Kitchen,Vacuum Cleaner,464.64,1,02/06/2024,Australia,South Kevin,Indiana,India,10.82,3,02/06/2024,464.64,414.37,135.58
Books,Fiction Novel,213.8,12,03/04/2024,Europe,North Lisa,Tennessee,Chad,42.92,5,04/04/2024,2565.6,1464.44,-74.92
Apparel,T-Shirt,308.09,8,04/05/2024,South America,Grahambury,Ohio,Argentina,39.64,4,04/05/2024,2464.72,1487.7,8.87
Electronics,Headphones,205.36,17,02/06/2023,Asia,New Wayneburgh,Michigan,Anguilla,40.72,4,02/06/2023,3491.12,2069.54,-25.14
Books,Self-Help Guide,454,10,18/11/2024,Europe,South Chelsea,Iowa,Micronesia,16.17,3,21/11/2024,4540,3805.88,1081.88
Beauty,Perfume,44.16,9,10/03/2023,North America,Clarkville,Rhode Island,Tuvalu,48.64,2,11/03/2023,397.44,204.13,-34.34
Electronics,Tablet,175.09,9,06/09/2024,Australia,West Christian,New Jersey,Puerto Rico,37.15,2,06/09/2024,1575.81,990.4,44.91
Electronics,Smartphone,160.17,10,22/06/2024,Australia,West Benjaminton,California,Haiti,16.73,2,24/06/2024,1601.7,1333.74,372.72
Beauty,Nail Polish,328.24,14,03/05/2024,North America,East Susanbury,Arizona,France,3.18,5,05/05/2024,4595.36,4449.23,1692.01
Electronics,Headphones,356.66,8,10/10/2023,Asia,Michaelmouth,Maryland,Italy,36.1,3,11/10/2023,2853.28,1823.25,111.28
Electronics,Headphones,304.67,1,20/11/2024,Asia,South Daniel,Rhode Island,Kazakhstan,10.41,5,21/11/2024,304.67,272.95,90.15
Apparel,Sweater,200.75,14,08/07/2023,South America,South Melissa,Michigan,Antarctica (the territory South of 60 deg S),46.84,4,08/07/2023,2810.5,1494.06,-192.24
Apparel,Jacket,444.41,2,27/10/2023,South America,Ericastad,Pennsylvania,Lithuania,48.43,3,30/10/2023,888.82,458.36,-74.93
Books,Children's Book,391.58,1,17/03/2023,North America,Gilmoreborough,South Carolina,Japan,38.97,3,19/03/2023,391.58,238.98,4.03
Books,Cookbook,469.69,1,02/11/2023,South America,East Sarahshire,Washington,Botswana,46.27,2,02/11/2023,469.69,252.36,-29.45
Books,Biography,375.21,5,08/04/2024,Asia,West Lauraland,Iowa,United States of America,12.79,2,08/04/2024,1876.05,1636.1,510.47
Apparel,Shoes,262.86,12,06/06/2023,North America,West Angelamouth,North Dakota,Chile,27.47,5,06/06/2023,3154.32,2287.83,395.24
Books,Children's Book,227.89,17,07/06/2023,Europe,East Markland,Virginia,Faroe Islands,24.06,1,09/06/2023,3874.13,2942.01,617.54
Electronics,Smartphone,87.82,20,22/02/2024,Europe,Yvonnefort,Delaware,Singapore,9.03,4,23/02/2024,1756.4,1597.8,543.96
Apparel,Jacket,427.83,11,28/04/2024,North America,Jacksonport,West Virginia,Azerbaijan,45.53,1,28/04/2024,4706.13,2563.43,-260.25
Books,Self-Help Guide,66.89,11,03/07/2024,Europe,West Troyville,Indiana,Tonga,11.43,2,04/07/2024,735.79,651.69,210.22
Electronics,Smartwatch,121.14,6,30/11/2023,South America,Port Ashley,Wyoming,Lithuania,0.04,2,30/11/2023,726.84,726.55,290.45
Books,Fiction Novel,129.57,19,03/01/2024,North America,Terribury,Mississippi,Malaysia,23.44,3,05/01/2024,2461.83,1884.78,407.68
Home & Kitchen,Microwave,373.22,14,08/12/2023,North America,South Williambury,Connecticut,Haiti,12.06,2,09/12/2023,5225.08,4594.94,1459.89
Books,Biography,376.12,8,23/02/2024,Asia,East Christinabury,Alaska,United States Minor Outlying Islands,11.67,1,27/02/2024,3008.96,2657.81,852.44
Home & Kitchen,Coffee Maker,109.23,18,29/11/2023,South America,Marcusbury,Mississippi,Bolivia,12.63,1,30/11/2023,1966.14,1717.82,538.13
Books,Children's Book,201.54,13,14/11/2024,South America,Nelsonshire,Rhode Island,Ukraine,18.06,3,18/11/2024,2620.02,2146.84,574.83
Beauty,Lipstick,52.3,7,23/07/2024,Europe,Meltonhaven,North Carolina,New Caledonia,18.9,5,26/07/2024,366.1,296.91,77.25
Books,Fiction Novel,468.71,20,31/01/2023,Europe,Kingtown,Alaska,Guatemala,36.95,5,04/02/2023,9374.2,5910.43,285.91
Apparel,T-Shirt,239.23,13,29/04/2023,North America,East Nicole,Kentucky,Armenia,4.18,5,30/04/2023,3109.99,2979.99,1114
Apparel,Jacket,31.64,2,08/10/2024,North America,Jonestown,Minnesota,Azerbaijan,34.33,2,10/10/2024,63.28,41.56,3.59
Home & Kitchen,Microwave,386.61,19,03/11/2024,Europe,Yangshire,Massachusetts,Mongolia,14.62,4,03/11/2024,7345.59,6271.66,1864.31
Apparel,Jacket,264.37,14,12/06/2024,Europe,Walkerstad,Maryland,Monaco,41.47,4,15/06/2024,3701.18,2166.3,-54.41
Electronics,Tablet,498.03,5,11/01/2023,North America,Lake Lauraburgh,Alabama,Liberia,7.44,3,11/01/2023,2490.15,2304.88,810.79
Beauty,Perfume,56.44,13,11/04/2023,Europe,South Crystal,Mississippi,Slovenia,4.64,2,11/04/2023,733.72,699.68,259.44
Beauty,Face Cream,310.96,6,20/08/2023,North America,Lisatown,Iowa,Congo,13.04,4,23/08/2023,1865.76,1622.46,503.01
Electronics,Headphones,46.73,13,05/02/2023,Asia,Carolinemouth,Georgia,Angola,39.08,1,05/02/2023,607.49,370.08,5.59
Home & Kitchen,Blender,466.14,11,25/07/2024,Asia,Pachecomouth,Kansas,Belgium,22.9,5,30/07/2024,5127.54,3953.33,876.81
Electronics,Smartwatch,197.97,17,04/09/2024,South America,West Eric,Maryland,Korea,25.85,4,05/09/2024,3365.49,2495.51,476.22
Electronics,Smartwatch,118.53,6,31/08/2023,North America,West Lisaberg,Connecticut,Germany,29.48,4,01/09/2023,711.18,501.52,74.82
Beauty,Shampoo,370.11,14,09/07/2023,Asia,East Danielleberg,Washington,Taiwan,15.84,2,11/07/2023,5181.54,4360.78,1251.86
Books,Fiction Novel,224.36,8,01/09/2024,South America,Washingtontown,Maine,Russian Federation,3.18,1,02/09/2024,1794.88,1737.8,660.87
Beauty,Perfume,67.57,4,21/06/2023,Europe,Adkinsside,New York,Saint Kitts and Nevis,43.74,4,23/06/2023,270.28,152.06,-10.11
Beauty,Face Cream,265.74,5,23/03/2024,Australia,Andreachester,Arizona,Iraq,0.4,2,28/03/2024,1328.7,1323.39,526.17
Apparel,Sweater,89.45,17,20/04/2023,South America,Port Elijah,Michigan,Syrian Arab Republic,0.7,5,22/04/2023,1520.65,1510.01,597.62
Electronics,Smartphone,22.4,4,15/02/2024,Australia,Christinaborough,West Virginia,Belgium,16.11,3,20/02/2024,89.6,75.17,21.41
Beauty,Face Cream,181.64,19,24/07/2023,South America,Lamchester,Nebraska,Chile,12.19,4,24/07/2023,3451.16,3030.46,959.77
Electronics,Tablet,458.06,13,10/08/2023,Australia,Lopezville,Wyoming,Iraq,24.78,2,13/08/2023,5954.78,4479.19,906.32
Apparel,Jeans,432.8,9,03/08/2024,Australia,West Jonathanbury,Arizona,Malta,21.77,3,03/08/2024,3895.2,3047.21,710.09
Electronics,Laptop,236.26,18,28/02/2024,Asia,West Andrea,Iowa,Dominica,4.74,5,01/03/2024,4252.68,4051.1,1499.49
Beauty,Face Cream,436.09,6,25/04/2023,North America,Phillipsfort,New Hampshire,Sierra Leone,9.72,4,25/04/2023,2616.54,2362.21,792.29
Electronics,Smartwatch,467.75,11,10/10/2024,North America,Garciastad,Rhode Island,South Africa,34.92,2,10/10/2024,5145.25,3348.53,261.38
Apparel,Shoes,276.53,7,22/12/2023,South America,Cynthiachester,New Hampshire,Belgium,40.22,2,24/12/2023,1935.71,1157.17,-4.26
Books,Children's Book,71.88,3,22/10/2023,North America,New Ashleyton,Alabama,Pitcairn Islands,25.1,5,22/10/2023,215.64,161.51,32.13
Electronics,Smartwatch,474.5,3,10/08/2023,South America,New Jessica,Montana,Ukraine,2.99,3,15/08/2023,1423.5,1380.94,526.84
Beauty,Shampoo,271.95,1,04/11/2023,Asia,Jeffreyland,Alaska,Luxembourg,36.15,5,04/11/2023,271.95,173.64,10.47
Apparel,Jacket,297.46,14,09/05/2023,Asia,Dianafurt,New Jersey,Maldives,26.8,4,09/05/2023,4164.44,3048.37,549.71
Beauty,Perfume,230.99,1,19/05/2023,South America,Lake Mariah,Idaho,Palau,48.25,3,19/05/2023,230.99,119.54,-19.06
Beauty,Lipstick,375.71,19,29/06/2024,South America,Turnertown,Delaware,Mexico,4.29,2,03/07/2024,7138.49,6832.25,2549.15
Electronics,Smartphone,439.26,5,31/08/2024,North America,West Christina,New Hampshire,Syrian Arab Republic,10.31,5,04/09/2024,2196.3,1969.86,652.08
Beauty,Shampoo,220.31,1,09/09/2024,Australia,Cardenaston,Colorado,Palestinian Territory,4.22,2,13/09/2024,220.31,211.01,78.83
Electronics,Smartwatch,321.69,20,02/08/2024,Asia,East Barbara,North Carolina,Uganda,4.6,4,04/08/2024,6433.8,6137.85,2277.57
Books,Self-Help Guide,269.22,18,29/04/2023,Asia,Pamelamouth,Rhode Island,Micronesia,3.25,4,29/04/2023,4845.96,4688.47,1780.89
Beauty,Perfume,454.92,3,13/03/2024,Europe,Crossview,Maryland,Eritrea,11.44,5,16/03/2024,1364.76,1208.63,389.78
Beauty,Face Cream,243.42,19,18/08/2023,North America,Collinsshire,Idaho,Greenland,24.07,4,21/08/2023,4624.98,3511.75,736.76
Beauty,Shampoo,117.43,13,17/03/2024,North America,East Theresaberg,Connecticut,Guatemala,20.63,1,21/03/2024,1526.59,1211.65,295.7
Home & Kitchen,Microwave,49.33,1,31/03/2024,Australia,Port Scott,Mississippi,Antarctica (the territory South of 60 deg S),31.57,3,02/04/2024,49.33,33.76,4.16
Home & Kitchen,Blender,157.39,5,07/09/2023,Europe,Cherylside,Iowa,Ireland,47.26,1,10/09/2023,786.95,415.04,-57.13
Apparel,Shoes,209.04,15,29/03/2024,South America,Port Jennifer,Maryland,Brazil,0.74,2,30/03/2024,3135.6,3112.4,1231.04
Home & Kitchen,Microwave,82.08,12,23/04/2024,South America,West Michelle,Vermont,Lebanon,39.92,3,26/04/2024,984.96,591.76,0.79
Apparel,Sweater,10.23,6,27/03/2024,Australia,Jonestown,New York,Antigua and Barbuda,3.88,5,29/03/2024,61.38,59,22.17
Home & Kitchen,Cookware Set,264.04,8,15/10/2023,Australia,South Eric,Nevada,Eritrea,22.81,2,15/10/2023,2112.32,1630.5,363.11
Books,Self-Help Guide,380.36,8,05/04/2023,South America,West Cynthia,Oregon,Iceland,2.27,1,05/04/2023,3042.88,2973.81,1148.08
Apparel,T-Shirt,72.47,10,03/12/2023,Australia,Michaelfurt,Michigan,French Southern Territories,33.57,4,08/12/2023,724.7,481.42,46.6
Home & Kitchen,Microwave,146.95,7,17/05/2024,Europe,West Melissa,North Carolina,Isle of Man,31.54,5,17/05/2024,1028.65,704.21,87.02
Books,Cookbook,269.87,18,25/11/2024,Asia,Johnport,Alabama,Burkina Faso,16,4,25/11/2024,4857.66,4080.43,1165.84
Home & Kitchen,Vacuum Cleaner,345.45,8,21/07/2024,South America,Dunntown,Alaska,Congo,15.06,4,21/07/2024,2763.6,2347.4,689.24
Electronics,Smartwatch,248.51,13,16/09/2024,Asia,East Andrea,California,Jordan,16.53,1,19/09/2024,3230.63,2696.61,758.23
Electronics,Headphones,378.96,9,07/11/2023,Australia,Wagnerland,Illinois,Slovakia (Slovak Republic),22.71,4,07/11/2023,3410.64,2636.08,589.7
Books,Cookbook,153.31,2,17/12/2023,Australia,Anthonymouth,Louisiana,Andorra,2.64,1,17/12/2023,306.62,298.53,114.55
Beauty,Face Cream,384.11,9,02/04/2023,Asia,Jamesport,Colorado,Barbados,32.12,3,04/04/2023,3456.99,2346.6,272.41
Beauty,Perfume,399.99,3,11/10/2023,Australia,West Laurie,Massachusetts,Kazakhstan,32.58,3,13/10/2023,1199.97,809.02,89.04
Electronics,Laptop,300.52,5,19/08/2023,Asia,Pittsview,Minnesota,United Kingdom,0.11,5,21/08/2023,1502.6,1500.95,599.39
Electronics,Laptop,399.4,1,14/07/2023,North America,New Robertview,Montana,Northern Mariana Islands,43.19,1,14/07/2023,399.4,226.9,-12.74
Beauty,Lipstick,276.37,19,22/12/2023,South America,New Tracey,Arkansas,Micronesia,41.1,4,25/12/2023,5251.03,3092.86,-57.76
Apparel,T-Shirt,98.34,4,11/07/2023,Australia,Martinland,Massachusetts,Angola,32.83,2,12/07/2023,393.36,264.22,28.2
Beauty,Lipstick,441.67,4,18/04/2024,Europe,West Sharonton,Montana,Reunion,12.22,3,18/04/2024,1766.68,1550.79,490.78
Home & Kitchen,Cookware Set,221.37,15,17/12/2024,Europe,North Bradley,Nevada,Djibouti,40.43,4,21/12/2024,3320.55,1978.05,-14.28
Apparel,Jacket,128.7,20,11/10/2024,Asia,North Nicoleview,Pennsylvania,Dominican Republic,3.61,5,12/10/2024,2574,2481.08,936.68
Home & Kitchen,Coffee Maker,358.89,4,05/09/2024,Europe,Lake Kimberlyfurt,Idaho,Paraguay,47.1,2,05/09/2024,1435.56,759.41,-101.92
Electronics,Smartphone,324.77,4,30/04/2023,North America,Karenbury,Mississippi,Maldives,8.96,1,01/05/2023,1299.08,1182.68,403.23
Apparel,Sweater,415.07,5,21/09/2023,South America,Michaelfurt,Wisconsin,Fiji,37.15,1,23/09/2023,2075.35,1304.36,59.15
Home & Kitchen,Microwave,114.19,10,06/10/2024,Europe,Nelsontown,Nevada,Guyana,0.61,4,06/10/2024,1141.9,1134.93,449.79
Home & Kitchen,Cookware Set,44.21,9,07/08/2023,Australia,South Cheryl,South Carolina,Ireland,1.66,2,09/08/2023,397.89,391.29,152.55
Apparel,Sweater,314.53,6,12/12/2023,Europe,New Charlesmouth,Missouri,Venezuela,9.23,3,17/12/2023,1887.18,1712.99,580.69
Books,Biography,260.72,3,30/12/2023,Europe,New Jamesshire,Pennsylvania,Burkina Faso,2.71,1,30/12/2023,782.16,760.96,291.67
Beauty,Shampoo,400.98,3,08/04/2023,North America,Port Maryville,North Dakota,Nauru,47.95,4,08/04/2023,1202.94,626.13,-95.63
Home & Kitchen,Cookware Set,308.54,16,23/08/2023,Europe,Lake Saraton,Rhode Island,Bangladesh,21.59,5,29/08/2023,4936.64,3870.82,908.84
Beauty,Perfume,348.49,12,26/10/2024,Europe,Jacksonfurt,California,Bosnia and Herzegovina,16.76,5,29/10/2024,4181.88,3481,971.87
Beauty,Lipstick,139.57,7,26/03/2023,North America,Jennifermouth,South Dakota,Saudi Arabia,32.35,5,26/03/2023,976.99,660.93,74.74
Electronics,Smartwatch,325.99,13,09/12/2024,Asia,Lake Rachelmouth,Idaho,Morocco,47.12,2,09/12/2024,4237.87,2240.99,-301.74
Beauty,Perfume,268.31,4,23/05/2023,North America,Jimmyborough,Indiana,Paraguay,45.5,3,24/05/2023,1073.24,584.92,-59.03
Home & Kitchen,Blender,138.07,16,08/05/2024,North America,North Tammy,Maryland,France,0.94,3,09/05/2024,2209.12,2188.35,862.88
Electronics,Laptop,98.06,1,04/05/2023,Asia,North Christopherfurt,Texas,Bulgaria,16.32,4,05/05/2023,98.06,82.06,23.22
Apparel,Sweater,38.89,14,07/07/2023,Europe,Lopezmouth,New Mexico,Pakistan,41.55,3,07/07/2023,544.46,318.24,-8.44
Home & Kitchen,Vacuum Cleaner,72.63,3,04/08/2023,South America,New Brookeside,Ohio,Jordan,8.41,4,09/08/2023,217.89,199.57,68.83
Electronics,Smartphone,59.63,16,19/12/2024,Asia,Julieton,Virginia,Marshall Islands,37.05,2,21/12/2024,954.08,600.59,28.15
Electronics,Laptop,230.39,3,26/11/2023,South America,Parkerville,California,Tanzania,4.79,5,26/11/2023,691.17,658.06,243.36
Beauty,Lipstick,229.12,7,05/01/2024,Europe,Davisview,Nevada,Malaysia,39.41,5,05/01/2024,1603.84,971.77,9.46
Apparel,Jacket,351.73,14,24/03/2023,North America,West Alexis,South Dakota,Kuwait,1.37,5,28/03/2023,4924.22,4856.76,1902.23
Home & Kitchen,Blender,248.54,13,26/11/2024,Asia,New Charlesport,Idaho,French Polynesia,20.44,4,26/11/2024,3231.02,2570.6,631.99
Home & Kitchen,Blender,163.72,11,14/05/2023,Australia,Port Erin,Tennessee,Yemen,1.83,1,15/05/2023,1800.92,1767.96,687.41
Beauty,Face Cream,80.31,15,05/02/2024,South America,Owenburgh,Washington,Georgia,15.75,1,05/02/2024,1204.65,1014.92,292.13
Apparel,Jacket,485.01,6,22/03/2023,South America,Phillipstown,Virginia,Yemen,12.8,3,28/03/2023,2910.06,2537.57,791.54
Home & Kitchen,Vacuum Cleaner,15.95,6,08/07/2023,North America,Moranburgh,Indiana,Vanuatu,36.93,3,12/07/2023,95.7,60.36,2.94
Apparel,Shoes,486.3,10,21/03/2024,North America,South Gregoryhaven,Georgia,Albania,28.32,3,21/03/2024,4863,3485.8,568
Home & Kitchen,Vacuum Cleaner,144.65,1,27/02/2024,Australia,Jenniferfurt,Mississippi,Saudi Arabia,0.95,4,29/02/2024,144.65,143.28,56.49
Beauty,Face Cream,66.89,6,17/05/2024,South America,Karenchester,Louisiana,Guadeloupe,49.16,1,18/05/2024,401.34,204.04,-36.76
